title|overall_price|area|number_of_rooms|floor|type_of_market|parking|elevator|year_of_creation|internet|type_of_building|basement|price_for_m2_in_PLN|balcony|garden|terrace|street|district|city|latitude|longtitude
Wysoki standard z pełnym wyposażeniem !|2799000.0|94.05|4|0.0|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|29760.77|1|1|1|jaśkowa dolina|wrzeszcz górny|gdansk|54.34902|18.6518
2 lokale mieszkalne w jednym. Gdańsk Matejki|1050000.0|95.44|4|3.0|secondary|1|0|1930.0|0.0|Mieszkanie|0.0|11001.68|0|0|0|jana matejki|wrzeszcz górny|gdansk|54.37522|18.610009
Piękna kawalerka we Wrzeszczu, nowe budownictwo|670000.0|37.09|1|2.0|secondary|1|1|2017.0|0.0|Mieszkanie|0.0|18064.17|1|0|0|jesionowa|wrzeszcz górny|gdansk|54.380029|18.598978
Garnizon - Gdańsk Wrzeszcz - Apartament z widokiem|2150000.0|138.9|5|5.0|secondary|1|1|2011.0|1.0|Mieszkanie|0.0|15478.76|1|0|0|antoniego słonimskiego|wrzeszcz górny|gdansk|54.383986|18.590556
2-pokojowe mieszkanie 37m2 + balkon Bez Prowizji|634379.0|37.09|2|4.0||1|0|||||17103.77|1|0|0|kartuska|siedlce|gdansk|54.344108|18.581773
3 Pokoje W Centrum Wrzeszcza|1162800.0|68.0|3|10.0|secondary|1|1|2009.0|0.0|Mieszkanie|0.0|17100.0|1|0|0|juliusza słowackiego|wrzeszcz górny|gdansk|54.381217|18.59427
Klimatyczne mieszkanie z duszą w centrum miasta!|2880000.0|260.0|7|0.0|secondary|1|0|1920.0|1.0|Mieszkanie|1.0|11076.92|0|1|0|aleksandra puszkina|wrzeszcz górny|gdansk|54.34902|18.6518
"3 pokoje z balkonem | Świetna komunikacja"|990000.0|58.9|3|2.0|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|16808.15|1|0|0|bolesława chrobrego|wrzeszcz dolny|gdansk|54.391209|18.617053
3-pokojowe, dwupoziomowe, gotowe do wprowadzenia!|695000.0|68.6|3|2.0|secondary|1|0|2005.0|1.0|Mieszkanie|1.0|10131.2|1|0|0|osiedle pięciu wzgórz|ujeścisko-łostowice|gdansk|54.31911|18.591801
"Wysoki Standard Wykończenia| Funkcjonalne Wnętrze|"|710000.0|59.55|2|1.0|secondary|0|0|1939.0|1.0|Mieszkanie|1.0|11922.75|0|1|0|kartuska|siedlce|gdansk|54.344108|18.581773
lokal INWESTYCYJNIE >25m2 cenaBrutto ODLICZ VAT23%|480186.0|30.9|2|2.0|primary|1|1||0.0|Mieszkanie|0.0|15540.0|1|0|0||śródmieście|gdansk|54.34902|18.6518
PIĘKNE mieszkanie, pas nadmorski, 2 pok. Sopot|570000.0|33.0|2|0.0|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|17272.73|0|0|0|władysława cieszyńskiego|brodwino|sopot|54.45625|18.536684
Piękne umeblowane mieszkanie, blisko morza|699000.0|38.0|2|7.0|secondary|1|1|2021.0|0.0|Mieszkanie|0.0|18394.74|1|0|0|sucha 39b|letnica|gdansk|54.396438|18.644403
2 pokoje, Wrzeszcz, Blisko morze, Blisko uczelnia|440000.0|30.0|2|1.0|secondary|0|0|1950.0|1.0|Mieszkanie|0.0|14666.67|0|0|0|sebastiana klonowicza|wrzeszcz dolny|gdansk|54.387822|18.629295
70m2 Gdańska Invest Komfort garaż komórka|1470000.0|66.94|3|2.0|secondary|1|1|2022.0|1.0|Mieszkanie|0.0|21959.96|1|0|0|gdańska|brzeźno|gdansk|54.402928|18.631912
"Rabaty | Gotowe w tym roku | Ustawne | Okazja"|438999.0|39.36|2|3.0|primary|1|1||1.0|Mieszkanie|0.0|11153.43|1|0|0||orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Rodzinne dwupiętrowe mieszkanie w kamienicy|679000.0|85.0|5|1.0|secondary|1|0|1929.0|0.0|Mieszkanie|1.0|7988.24|0|0|0|chylońska|cisowa|gdynia|54.548571|18.443583
Ostatnie Piętro /Kameralnie /Widok Na Park Oliwski|2500000.0|116.19|4|7.0|secondary|1|1|2019.0|1.0|Mieszkanie|1.0|21516.48|1|0|1|opacka|oliwa|gdansk|54.412443|18.558847
"2 pokoje | Letnica | ogród | do zamieszkania"|530000.0|59.5|2|1.0|secondary|0|0|1924.0|0.0|Mieszkanie|0.0|8907.56|0|0|0|szklana huta|letnica|gdansk|54.391283|18.654257
Kup i zarabiaj- wyposażony gotowiec inwestycyjny|1131830.0|59.57|3|2.0|secondary|0|1|2018.0|0.0|Mieszkanie|0.0|19000.0|1|0|0|św. barbary|śródmieście|gdansk|54.349398|18.663182
Kup i zarabiaj- wyposażony gotowiec inwestycyjny|1650530.0|86.87|5|5.0|secondary|0|1|2018.0|0.0|Mieszkanie|0.0|19000.0|1|0|0|św. barbary|śródmieście|gdansk|54.349398|18.663182
"Śródmieście| Apartamenty SCALA| Idealna inwestycja"|729000.0|31.6|1|2.0|secondary|0|1|2022.0|1.0|Mieszkanie|0.0|23069.62|0|0|0|łąkowa|śródmieście|gdansk|54.342169|18.660846
BLISKO morza 0% !!! prowizji 0% PCC!!!|770634.0|47.57|2|1.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|16200.0|1|0|1||brzeźno|gdansk|54.410838|18.630162
Mieszkanie 2 pokoje - świetna lokalizacja|425000.0|41.9|2|3.0|secondary|0|0|1968.0|0.0|Mieszkanie|1.0|10143.2|1|0|0||chylonia|gdynia|54.545488|18.464193
Przestronny apartament w prestiżowej lokalizacji!|1855000.0|73.4|3|4.0|secondary|1|0|2018.0|0.0||0.0|25272.48|1|0|0|kielecka|działki leśne|gdynia|54.507986|18.529179
Mieszkanie na Start, 2 pokoje, 3 piętro|385000.0|42.54|2|3.0|secondary|0|0|1991.0|0.0|Mieszkanie|1.0|9050.31|0|0|0|sojowa|dąbrowa|gdynia|54.473863|18.465794
"Apartament z widokiem na morze | With Sea View"|2700000.0|169.88|4|2.0|secondary|1|0|2022.0|0.0||0.0|15893.57|1|0|1|wolności|działki leśne|gdynia|54.51903|18.521879
Piękne mieszkanie na kameralnym osiedlu! 3 pok|1129000.0|80.4|3|2.0|secondary|1|1|2018.0|0.0|Mieszkanie|0.0|14042.29|1|0|0|australijska|oksywie|gdynia|54.543019|18.536056
"Zamieszkaj blisko morza | Live near the sea"|2250000.0|92.0|3|3.0|secondary|0|0|2008.0|0.0||0.0|24456.52|0|0|0|stanisława wyspiańskiego|wzgórze św. maksymiliana|gdynia|54.506775|18.55028
Mieszkanie 2 pok. balkon, doskonała lokalizacja!|595000.0|46.68|2|2.0|secondary|0|0|2003.0|1.0|Mieszkanie|0.0|12746.36|1|0|0|olgierda|mały kack|gdynia|54.4772|18.518346
Ładne i zadbane, 3 pokojowe mieszkanie w Gdańsku|779000.0|66.0|3|1.0|secondary|0|0|1979.0|0.0||1.0|11803.03|1|0|0|szara|siedlce|gdansk|54.348516|18.611804
Apartament na skraju lasu/6pok./Ogród/Taras/Garaż!|1790000.0|148.0|6|0.0|secondary|1|0|2018.0|0.0|Mieszkanie|0.0|12094.59|1|1|1|zielona laguna|wielki kack|gdynia|54.467664|18.492842
przytulne mieszkanie Gdańsk Jasień|588000.0|42.0|2|1.0|secondary|0|1|2020.0|1.0|Mieszkanie|0.0|14000.0|1|0|0|jasień bulwary|orunia-św. wojciech-lipce|gdansk|54.285717|17.627607
Dzień Otwarty Już 27 Kwietnia!|1320000.0|92.84|3|0.0|secondary|1|1|2013.0|0.0|Mieszkanie|1.0|14218.01|0|1|0|strzelców|mały kack|gdynia|54.475281|18.504812
"Widok na zieleń | Kawalerka | ul. Subisława"|489000.0|31.0|1|1.0|secondary|0|1|1970.0|0.0|Mieszkanie|1.0|15774.19|0|0|0|subisława|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.420659|18.571526
Granaria - widok na marine|730000.0|23.0|1|6.0|secondary|0|1|2020.0|1.0|Mieszkanie|0.0|31739.13|1|0|0|chmielna 3|śródmieście|gdansk|54.34931|18.658387
2 pokojowe mieszkanie 15 minut spacerem do morza!|669000.0|42.0|2|3.0|secondary|1|0|1970.0|0.0||1.0|15928.57|0|0|0|bohaterów starówki warszawskiej|redłowo|gdynia|54.495287|18.547208
Klimatyczne mieszkanie z wysokimi sufitami(ok 3m)!|594000.0|54.0|2|4.0|secondary|1|0||0.0|Mieszkanie|1.0|11000.0|0|0|0|morska|grabówek|gdynia|54.537343|18.474899
Przestrzenne 64m2  mieszkanie czeka na Ciebie!|719000.0|64.1|3|2.0|secondary|1|0||0.0||1.0|11216.85|1|0|0|kolonia zręby|siedlce|gdansk|54.35115|18.60586
Kawalerka 30 m2 blisko morza w nowym budownictwie!|440000.0|30.0|1||secondary|1|0|2018.0|0.0||0.0|14666.67|1|0|0|leśna|mały kack|gdynia|54.468913|18.519745
Nowość ! 3 słoneczne pokoje w świetnej lokalizacji|599000.0|63.7|3|4.0|secondary|0|0|1990.0|0.0|Mieszkanie|1.0|9403.45|1|0|0|kolendrowa|dąbrowa|gdynia|54.473863|18.465794
Kup i zarabiaj- wyposażony gotowiec inwestycyjny|1202400.0|60.12|3|1.0|secondary|0|1|2018.0|0.0|Mieszkanie|0.0|20000.0|1|0|0|św. barbary|śródmieście|gdansk|54.349398|18.663182
Podzielone mieszkanie inwestycyjne przy Motławie|1163000.0|58.15|3|1.0|secondary|0|1|2018.0|0.0|Mieszkanie|0.0|20000.0|1|0|0|św. barbary|śródmieście|gdansk|54.349398|18.663182
2w1- piętrowe mieszkanie z tarasami dachowymi|1510500.0|79.5|5|5.0|secondary|0|1|2018.0|0.0|Mieszkanie|0.0|19000.0|1|0|0|św. barbary|śródmieście|gdansk|54.349398|18.663182
4 pokoje + duże poddasze, 2 miejsca parkingowe|750000.0|82.41|4|1.0|primary|1|0|2025.0|0.0||0.0|9100.84|0|0|0|goplańska|kokoszki|gdansk|54.354766|18.491171
Przestronne dwupokojowe mieszkanie|610000.0|53.61|2|3.0|secondary|1|0|2011.0|0.0||0.0|11378.47|1|0|0|konrada guderskiego|jasień|gdansk|52.226527|21.090332
Orłowo; apartament; 2000r;2p.2pokoje;garaż;komówka|1040000.0|55.0|2|0.0|secondary|1|0|2000.0|1.0|Mieszkanie|1.0|18909.09|1|1|0|bukowa|orłowo|gdynia|54.475629|18.552093
Apartament , Centrum Gdyni , przy marinie i plaży.|1447000.0|49.0|2|5.0|secondary|1|1|2023.0|1.0|Mieszkanie|1.0|29530.61|1|0|0||śródmieście|gdynia|54.5198415|18.538188
Mieszkanie w kameralnej kamienicy na Oksywiu|860000.0|71.8|2|1.0|secondary|0|0|1936.0|1.0|Mieszkanie|1.0|11977.72|1|0|0|arendta dickmana|oksywie|gdynia|54.554204|18.547169
Quercus - B2.6|448565.0|40.0|2|0.0|primary|0|1|2025.0|0.0||0.0|11214.12|0|0|0|wielkopolska|ujeścisko-łostowice|gdansk|54.31911|18.591801
Zgrabna kawalerka z osobną kuchnią|359000.0|30.8|1|1.0|secondary|1|0|1960.0|1.0|Mieszkanie|1.0|11655.84|0|0|0|bosmańska|oksywie|gdynia|54.543019|18.536056
Orłowo, 12 min do morza, 5 min Skm, parking|889000.0|57.0|3|0.0|secondary|1|0||0.0|Mieszkanie|1.0|15596.49|0|0|0|świerkowa|orłowo|gdynia|54.477788|18.549551
Bardzo dobry stan, po remoncie, parking|999000.0|72.13|3|1.0|secondary|0|0||0.0|Mieszkanie|1.0|13849.99|0|0|0|antoniego abrahama|śródmieście|gdynia|54.51678|18.540095
"Gotowe 3-pokoje | balkon | dwustronne | Swpl"|649000.0|63.51|3|0.0|secondary|0|0||0.0|Mieszkanie|1.0|10218.86|1|0|0||karwiny|gdynia|54.472093|18.496298
Gotowe 3-pokoje, słoneczne, 2 ogródki, dwustronne|769000.0|70.0|3|0.0|secondary|0|1|2016.0|0.0|Mieszkanie|1.0|10985.71|0|1|1|janki bryla|chwarzno-wiczlino|gdynia|54.490386|18.423491
Przytulne mieszkanie na Letnicy|699000.0|37.0|2|2.0|secondary|1|0|2019.0|0.0||0.0|18891.89|1|0|0|starowiejska|letnica|gdansk|54.394982|18.646767
Apartament B2 zaledwie 900 m2 od plaży z tarasem|86503550.0|62.3|2|1.0|primary|1|0|2023.0|1.0|Mieszkanie|0.0|1388500.0|1|0|1|turystyczna|wyspa sobieszewska|gdansk|54.344034|18.827022
Dobrze doświetlone mieszkanie + dwa balkony|748153.0|74.55|4|1.0|primary|0|0|2025.0|0.0||0.0|10035.59|1|0|0||dąbrowa|gdynia|54.473863|18.465794
"| Doskonała lokalizacja | Gdańsk Oliwa| 2 pokoje |"|975287.0|43.74|2|1.0|primary|1|1|2022.0|0.0|Mieszkanie|0.0|22297.37|0|0|1|jana bażyńskiego|oliwa|gdansk|54.408789|18.556846
Doskonała inwestycja w centrum Gdańska|507430.0|26.36|1|3.0|primary|0|0|2024.0|0.0||0.0|19250.0|1|0|0|mostek|śródmieście|gdansk|54.350682|18.673418
"| Inwestuj w wyjątkowy styl życia | Gdańsk Oliwa|"|1336611.0|67.53|2|0.0|primary|0|1|2023.0|0.0|Mieszkanie|0.0|19792.85|0|0|1|jana bażyńskiego|oliwa|gdansk|54.408789|18.556846
4 jasne pokoje, duży balkon, Wiczlino Ogród|1040000.0|84.0|4|1.0|secondary|1|1|2023.0|0.0|Mieszkanie|0.0|12380.95|1|0|0|tęczowa|chwarzno-wiczlino|gdynia|54.490386|18.423491
Mały Kack, Apartament do wejścia!|995000.0|66.69|3|0.0|secondary|1|1|2016.0|0.0|Mieszkanie|0.0|14919.78|0|1|1|strzelców|mały kack|gdynia|54.475281|18.504812
Gdańsk Starówka Oryginalny Apartament|650000.0|31.3|1|4.0|secondary|0|0||1.0|Mieszkanie|1.0|20766.77|0|0|0|ogarna|śródmieście|gdansk|54.347865|18.651385
Słoneczne mieszkanie blisko centrum Gdańska|649000.0|50.5|2|5.0|secondary|0|1|1977.0|0.0|Mieszkanie|1.0|12851.49|1|0|0|władysława biegańskiego|chełm|gdansk|54.343206|18.623107
Wrzeszcz, dwa pokoje, 55.8 m3, kamienica!|595000.0|55.8|2|2.0|secondary|0|0|1920.0|0.0|Mieszkanie|1.0|10663.08|0|0|0|aleja legionów|wrzeszcz dolny|gdansk|54.386133|18.61179
do remontu Przymorze falowiec|519000.0|30.0|1|2.0|secondary|0|0||0.0|Mieszkanie|0.0|17300.0|0|0|0|piastowska|przymorze|gdansk|54.416119|18.586288
mieszkanie przymorze|679000.0|31.0|2|4.0|secondary|0|0||1.0|Mieszkanie|0.0|21903.23|0|0|0|tysiąclecia|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.418098|18.59032
"3 pokoje | Niska cena | Jasień Lawendowe Wzgórze"|625000.0|49.66|3|2.0|secondary|1|1|2017.0|0.0|Mieszkanie|1.0|12585.58|1|0|0|lawendowe wzgórze|jasień|gdansk|54.340089|18.560014
"3 pokoje | Sopot | Widok na morze | Duży balkon"|1050000.0|59.7|3|5.0|secondary|0|1|1970.0|0.0|Mieszkanie|1.0|17587.94|1|0|0|mazowiecka|kamienny potok|sopot|54.460074|18.549789
"2 pokoje | Przymorze | Inwestycja | Remont"|599000.0|41.0|2|2.0|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|14609.76|1|0|0|słupska|przymorze|gdansk|54.346146|17.44831
Gdynia Karwiny-nowe,winda,balkon,komórka,parking|1250000.0|92.88|4|3.0|secondary|1|1|2006.0|1.0|Mieszkanie|1.0|13458.23|1|0|0|buraczana|karwiny|gdynia|54.472093|18.496298
5-pokojowe mieszkanie 149m2 + 2 loggie|2502056.0|149.29|5|1.0||1|0|||||16759.7|0|0|0|23 marca|przylesie|sopot|54.447642|18.54261
4-pokojowe mieszkanie 87m2 + ogródek Bezpośrednio|1700513.0|87.78|4|0.0||1|0|||||19372.44|0|1|1|23 marca|przylesie|sopot|54.447642|18.54261
3-pokojowe mieszkanie 64m2 + loggia|1348143.0|64.01|3|1.0||1|0|||||21061.44|0|0|0|23 marca|przylesie|sopot|54.447642|18.54261
2-pokojowe mieszkanie 44m2 + ogródek Bezpośrednio|852654.0|44.4|2|0.0||1|0|||||19203.92|0|1|1|23 marca|przylesie|sopot|54.447642|18.54261
Penthouse W Centrum Gdańska|2416975.0|87.89|4|5.0|secondary|1|1||0.0|Mieszkanie|0.0|27500.0|1|0|0||śródmieście|gdansk|54.34902|18.6518
2-pokojowe mieszkanie 37m2 + balkon Bez Prowizji|627999.0|37.09|2|2.0||1|0|||||16931.76|1|0|0|kartuska|siedlce|gdansk|54.344108|18.581773
Mieszkanie w centrum Wrzeszcza|876000.0|63.38|3|3.0|secondary|1|0|2010.0|1.0|Mieszkanie|0.0|13821.39|0|0|0|aldony|wrzeszcz dolny|gdansk|54.383039|18.612753
3-pokojowe mieszkanie 65m2 + balkon|624000.0|65.03|3|2.0||1|0|||||9595.57|1|0|0|starogardzka|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
lokal INWESTYCYJNIE >30m2 cenaBrutto ODLICZ VAT23%|542299.0|37.21|2|2.0|primary|1|1||0.0|Mieszkanie|0.0|14574.01|1|0|0||śródmieście|gdansk|54.34902|18.6518
2-pokojowe mieszkanie 41m2 + balkon|481000.0|41.92|2|1.0||1|0|||||11474.24|1|0|0|leszczynowa|jasień|gdansk|54.340089|18.560014
Mieszkanie 3 pok. - Gdańsk Jasień!|800000.0|68.71|3|2.0|secondary|1|1|2012.0|1.0|Mieszkanie|0.0|11643.14|1|0|0|leszczynowa|jasień|gdansk|54.340089|18.560014
Kamienica Z Windą !!!|1090000.0|56.83|3|1.0|secondary|0|1|1905.0|0.0|Mieszkanie|1.0|19180.01|1|0|0|podjazd|górny sopot|sopot|54.4409635|18.561271
2 Pokoje + Kuchnia + Balkon|450000.0|29.0|2|3.0|secondary|0|0|1975.0|0.0|Mieszkanie|1.0|15517.24|1|0|0|chłopska|przymorze|gdansk|52.929098|10.527323
NOWOŚĆ,GdańskOsowa 3pok.budynek energooszczędnyM17|583000.0|46.94|2|2.0|primary|1|1|2025.0|1.0|Mieszkanie|1.0|12420.11|1|0|0|kielnieńska|osowa|gdansk|54.430298|18.470018
"Wolne Miasto etap VII | mieszkanie 2-pok. | 7"|462901.0|34.08|2|1.0||1|0|||||13582.78|1|0|0|cedrowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Pino Resort – 6.25|881910.0|40.0|2|1.0|primary|0|0|2024.0|0.0||0.0|22047.75|1|0|0|turystyczna 90|wyspa sobieszewska|gdansk|54.344034|18.827022
2 piękne pokoje w centrum miasta!|855000.0|47.1|2|3.0|secondary|0|0|1965.0|1.0|Mieszkanie|1.0|18152.87|1|0|0|długie ogrody|śródmieście|gdansk|54.347715|18.664475
TONĄCE w zieleni 2-pokojowe mieszkanie 40m2 JAKOŚĆ|599000.0|40.0|2|1.0|secondary|1|1|2019.0|1.0|Mieszkanie|1.0|14975.0|1|0|0|cedrowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Elegancki Apartament z widokiem na Las (4 pokoje)|1530000.0|93.12|4|1.0|secondary|1|1|2018.0|1.0|Mieszkanie|1.0|16430.41|1|0|1|czesława niemena|chwarzno-wiczlino|gdynia|54.490386|18.423491
Wrzeszcz Centrum, 3 pok. parking|1147000.0|74.0|3|3.0|secondary|0|0|1899.0|0.0|Mieszkanie|1.0|15500.0|1|0|0|partyzantów|wrzeszcz górny|gdansk|54.379236|18.593883
3 pokoje garaż 2 piwnice w doskonałej lokalizacji|819000.0|82.0|3|1.0|secondary|1|0|1940.0|1.0|Mieszkanie|1.0|9987.8|0|1|0||orunia-św. wojciech-lipce|gdansk|54.15552|18.652661
Centrum Gdyni! Inwestycja! 700m do morza|800000.0|51.0|2|2.0|secondary|0|0|1956.0|1.0||1.0|15686.27|0|0|0|obrońców wybrzeża|śródmieście|gdynia|54.516305|18.537858
#NoweWykończoneBezpośrednioOdDewelopera0%Prowizji|725725.0|41.54|2|2.0|primary|1|1|2023.0|1.0|Mieszkanie|0.0|17470.51|1|0|0||wyspa sobieszewska|gdansk|54.344034|18.827022
Dwupokojowe mieszkanie w świetnej lokalizacj|680000.0|42.0|2|3.0|secondary|0|0||0.0|Mieszkanie|0.0|16190.48|0|0|0||wrzeszcz dolny|gdansk|54.3817845|18.6051415
Ładna Kawalerka na Siedlcach ul. Szara|450000.0|31.0|1|3.0|secondary|1|1|1980.0|1.0|Mieszkanie|1.0|14516.13|0|0|0|szara|siedlce|gdansk|54.348516|18.611804
Klimatyczne mieszkanko przy samej Starówce|590000.0|35.0|1|3.0|secondary|0|0|1956.0|1.0|Mieszkanie|0.0|16857.14|0|0|0|pańska|śródmieście|gdansk|54.352346|18.651306
Słoneczne mieszkanie z ładnym widokiem Ujeścisko|529000.0|31.3|2|3.0|secondary|1|1|2016.0|1.0|Mieszkanie|0.0|16900.96|1|0|0|cedrowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
Portova, 4 pok, 2 balkony,2 miejsca w hali,komórka|2990000.0|103.76|4|8.0|secondary|1|1|2020.0|0.0|Mieszkanie|0.0|28816.5|0|0|0|węglowa|śródmieście|gdynia|54.5198415|18.538188
"REZERWACJA | NOWE| Bezpośrednio | PKM | bez PCC! |"|697000.0|62.0|3|4.0|primary|1|1|2023.0|1.0|Mieszkanie|1.0|11241.94|1|0|1|osiedle lazurowe|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie 3 pokoje z dużym tarasem Gdynia|900000.0|66.36|3|0.0|secondary|0|1|2016.0|1.0|Mieszkanie|0.0|13562.39|0|0|1|stanisława filipkowskiego|chwarzno-wiczlino|gdynia|54.485423|18.427343
Słoneczne|559000.0|43.0|3|2.0|secondary|0|0|1994.0|1.0|Mieszkanie|1.0|13000.0|1|0|0|zatokowa|osowa|gdansk|54.43305|18.468753
"WYKOŃCZONE Premium || Południe || Widok na marinę"|1299000.0|39.74|2|1.0|primary|1|1|2023.0|0.0|Mieszkanie|0.0|32687.47|1|0|0||śródmieście|gdansk|54.34902|18.6518
Światło i przestrzeń! Mieszkanie do wejścia!|1090000.0|90.12|4|3.0|secondary|1|1|2018.0|1.0|Mieszkanie|0.0|12094.98|0|0|1||chwarzno-wiczlino|gdynia|54.490386|18.423491
Sprzedam mieszkanie na Starówce Gdańsk Centrum|999999.0|72.05|3|2.0|secondary|1|0||1.0|Mieszkanie|1.0|13879.24|0|0|0|grobla iii|śródmieście|gdansk|54.352189|18.654334
Mieszkanie w Górnym Wrzeszczu|805000.0|64.8|3|3.0|secondary|0|0|1903.0|0.0|Mieszkanie|0.0|12422.84|0|0|0|partyzantów|wrzeszcz górny|gdansk|54.379236|18.593883
Brzeźno blisko plaży parku|699000.0|52.38|2|0.0|secondary|1|0|1897.0|1.0|Mieszkanie|0.0|13344.79|0|1|0|kazimierza pułaskiego|brzeźno|gdansk|54.254277|18.654513
Nowa oferta mieszkań - Meva - Gdynia Grabówek M5|747000.0|60.74|3|0.0|primary|1|0|2024.0|1.0||0.0|12298.32|0|0|0|gerarda denhoffa 2|grabówek|gdynia|54.523362|18.51654
Centrum*Świeżo po remoncie*Duży balkon*Od ręki|770000.0|53.0|2|1.0|secondary|0|0|1963.0|1.0|Mieszkanie|1.0|14528.3|1|0|0|mariana seredyńskiego|śródmieście|gdansk|54.349523|18.66626
3-pok. mieszkanie (63,61 mkw.)- Gdynia Cisowa!|625000.0|64.0|3|0.0|secondary|0|0|1980.0|1.0|Mieszkanie|1.0|9765.62|1|1|0|sępia|pustki cisowskie-demptowo|gdynia|54.543602|18.458985
Z widokiem na morze!|1450000.0|71.6|3|9.0|secondary|1|1|2015.0|1.0|Mieszkanie|0.0|20251.4|0|0|0|olsztyńska|przymorze|gdansk|54.404567|18.6047
pakiet BONUSÓW na dniOTWARTE 19-20 + rabaty !|479043.0|30.9|2|2.0|primary|1|1||0.0|Mieszkanie|0.0|15503.01|1|0|0||śródmieście|gdansk|54.34902|18.6518
Mieszkanie 2 pokoje 50 m2 Przymorze Nowa Lęborska|1200000.0|50.0|2|1.0|secondary|1|1|2017.0|1.0|Mieszkanie|1.0|24000.0|1|0|0|lęborska 22|przymorze|gdansk|54.404943|18.582046
3 pokojowe mieszkanie po remoncie z 150m2 ogrodem!|699000.0|55.73|3|0.0|secondary|0|0|1986.0|0.0|Mieszkanie|1.0|12542.62|1|1|1|janiny porazińskiej|karwiny|gdynia|54.472093|18.496298
Kawalerka na sprzedaż - Żabianka|489000.0|30.9|1|7.0|secondary|0|1|1975.0|0.0|Mieszkanie|1.0|15825.24|0|0|0|gospody|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.420659|18.571526
Mieszkanie z garażem w centrum Gdańska, komunikacj|380000.0|30.0|1|3.0|secondary|1|1|2023.0|1.0|Mieszkanie|0.0|12666.67|1|0|0|czereśniowa|ujeścisko-łostowice|gdansk|54.31911|18.591801
"Os. Fikakowo 2003 | Piękny widok | msc w hali"|1135000.0|74.9|3|1.0|secondary|1|0|2003.0|1.0|Mieszkanie|1.0|15153.54|1|0|0|waleriana szefki|wielki kack|gdynia|54.465869|18.486889
Apartament, Gdańsk, Brzeźno, Nadmorski Dwór|1390000.0|48.01|2|2.0|secondary|1|1|2012.0|1.0|Mieszkanie|1.0|28952.3|1|0|1|nadmorski dwór|brzeźno|gdansk|54.410838|18.630162
3 pokoje gotowe do odbioru od zaraz - Gdańsk!|590000.0|58.09|3|3.0|primary|1|1|2024.0|0.0|Mieszkanie|0.0|10156.65|1|0|0|pastelowa|orunia górna - gdańsk południe|gdansk|54.321794|18.617544
Mieszkanie inwestycyjne 10 min od morza|499000.0|31.6|2|4.0|secondary|0|0|1964.0|0.0|Mieszkanie|1.0|15791.14|0|0|0|piastowska|Żabianka-Wejhera-Jelitkowo-Tysiąclecia|gdansk|54.418098|18.59032
3pok.mieszkanie z dużym ogrodem, ustronne!|750000.0|59.82|3|0.0|secondary|1|1|2018.0|0.0|Mieszkanie|1.0|12537.61|0|1|1|lawendowe wzgórze|jasień|gdansk|54.340089|18.560014
ELEGANCKI Apartament !!! OLIWA !!! 0 % Prowizji|1439064.0|64.13|3|3.0|primary|1|1|2024.0|1.0|Mieszkanie|1.0|22439.79|1|0|1||oliwa|gdansk|54.4102295|18.57157
3 pokoje/do zamieszkania/balkon/miejsce postojowe|649000.0|59.2|3|1.0|secondary|1|0|2005.0|0.0|Mieszkanie|1.0|10962.84|1|0|0|kazimierza porębskiego|ujeścisko-łostowice|gdansk|54.31911|18.591801
2 pokoje z ogródkiem Gdańsk|549000.0|45.93|2|0.0|secondary|1|0|2015.0|0.0|Mieszkanie|1.0|11952.97|0|1|0|kazimierza wielkiego|orunia górna - gdańsk południe|gdansk|54.323903|18.632939
Bezczynszowe Mieszkanie W Kamienicy, Strzyża|1320000.0|91.38|4|1.0|secondary|1|0|2002.0|1.0|Mieszkanie|0.0|14445.17|0|0|1|władysława żeleńskiego|strzyża|gdansk|54.384102|18.585501
"Mieszkanie do remontu | Górny Sopot"|999000.0|66.1|3|3.0|secondary|0|0|1905.0|0.0|Mieszkanie|1.0|15113.46|0|0|0|gen. władysława andersa|górny sopot|sopot|54.440668|18.55594
Słoneczny pokój z kuchnią - osiedle Działki Leśne|397000.0|30.47|1|1.0|secondary|0|0|1965.0|1.0|Mieszkanie|1.0|13029.21|0|0|0|śląska 72|działki leśne|gdynia|54.51768|18.53892
"Nowe mieszkanie | Storia | C.0.5"|795500.0|37.0|2|0.0|primary|1|0|2024.0|1.0|Mieszkanie|0.0|21500.0|0|1|1|elizy orzeszkowej|aniołki|gdansk|54.363901|18.633522
